Invoice No.,Invoice Date,Invoice Total ($),Discount ($),Net Amount ($),Payment No,Payment Date,PO No.,RA No.,GST $,HST $,QST $
'INV-28181,04/14/2025,1723.25,0.00,1723.25,004 00029037582025,05/19/2025,'008943376671,,0.00,198.25,0.00
'RV001540435656,04/11/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'001540435656,'435656,-80.250,0.00,0.00
'RV005280775334,04/11/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'005280775334,'775334,-80.250,0.00,0.00
'FD001540435656,04/11/2025,-133.890,0.00,-133.890,004 00027897332025,04/29/2025,'001540435656,,-6.380,0.00,0.00
'INV-28116,04/10/2025,2151.45,0.00,2151.45,004 00029037582025,05/19/2025,'008943339678,,102.45,0.00,0.00
'INV-28086,04/09/2025,2151.45,0.00,2151.45,004 00028788102025,05/14/2025,'008943326697,,102.45,0.00,0.00
'RV008941064877,04/09/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'008941064877,'8943157134,-80.250,0.00,0.00
'RV012960454065,04/09/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'012960454065,'454065,-106.620,0.00,0.00
'INV-28082,04/09/2025,3446.50,0.00,3446.50,004 00028788102025,05/14/2025,'008943318828,,0.00,396.50,0.00
'RV005420559972,04/09/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'005420559972,'559972,-106.620,0.00,0.00
'RV013670298407,04/09/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'013670298407,'298407,-106.620,0.00,0.00
'RV011570488676,04/09/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'011570488676,'488676,-106.620,0.00,0.00
'FD005030494743,04/09/2025,-186.700,0.00,-186.700,004 00027897332025,04/29/2025,'005030494743,,-8.120,0.00,-16.200
'INV-28076,04/09/2025,2151.45,0.00,2151.45,004 00028788102025,05/14/2025,'008943323874,,102.45,0.00,0.00
'INV-28091,04/09/2025,2315.37,0.00,2315.37,004 00028788102025,05/14/2025,'008943329908,,0.00,266.37,0.00
'INV-28075,04/09/2025,2151.45,0.00,2151.45,004 00028788102025,05/14/2025,'008943319777,,102.45,0.00,0.00
'INV-28094,04/09/2025,1601.25,0.00,1601.25,004 00028788102025,05/14/2025,'008943332553,,76.25,0.00,0.00
'INV-28027,04/08/2025,2151.45,0.00,2151.45,004 00028704092025,05/13/2025,'008943281486,,102.45,0.00,0.00
'INV-28020,04/08/2025,2151.45,0.00,2151.45,004 00028704092025,05/13/2025,'008943280135,,102.45,0.00,0.00
'RV016190206690,04/08/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'016190206690,'1845134,-106.620,0.00,0.00
'INV-28037,04/08/2025,2315.37,0.00,2315.37,004 00028704092025,05/13/2025,'008943303192,,0.00,266.37,0.00
'INV-28034,04/08/2025,1601.25,0.00,1601.25,004 00028704092025,05/13/2025,'008943294435,,76.25,0.00,0.00
'INV-28038,04/08/2025,2151.45,0.00,2151.45,004 00028704092025,05/13/2025,'008943306899,,102.45,0.00,0.00
'INV-28036,04/08/2025,2315.37,0.00,2315.37,004 00028704092025,05/13/2025,'008943301634,,0.00,266.37,0.00
'FD001550418356,04/08/2025,-66.620,0.00,-66.620,004 00027897332025,04/29/2025,'001550418356,,-3.170,0.00,0.00
'RV016190207054,04/08/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'016190207054,'1845134,-106.620,0.00,0.00
'INV-28032,04/08/2025,1601.25,0.00,1601.25,004 00028704092025,05/13/2025,'008943288955,,76.25,0.00,0.00
'6517904310,04/07/2025,-20520.0,0.00,-20520.0,004 00027897332025,04/29/2025,'0005547100,,0.00,0.00,0.00
'6517904311,04/07/2025,-54500.0,0.00,-54500.0,004 00027897332025,04/29/2025,'0005547099,,0.00,0.00,0.00
'RV001550418356,04/07/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'001550418356,'418356,-106.620,0.00,0.00
'RV008941061690,04/07/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'008941061690,'1061690,-80.250,0.00,0.00
'0134140041,04/05/2025,-3000.0,0.00,-3000.0,004 00027897332025,04/29/2025,'3/17/2025,'Email,0.00,0.00,0.00
'0134140257,04/05/2025,-3000.0,0.00,-3000.0,004 00027897332025,04/29/2025,'3/28/2025,'Email,0.00,0.00,0.00
'0134140155,04/05/2025,-3000.0,0.00,-3000.0,004 00027897332025,04/29/2025,'3/24/2025,'Email,0.00,0.00,0.00
'INV-27985,04/04/2025,2151.45,0.00,2151.45,004 00028704092025,05/13/2025,'008943266275,,102.45,0.00,0.00
'RV005030494743,04/04/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'005030494743,'494743,-106.620,0.00,0.00
'INV-28004,04/04/2025,1601.25,0.00,1601.25,004 00028704092025,05/13/2025,'008943276859,,76.25,0.00,0.00
'INV-27972,04/04/2025,3202.50,0.00,3202.50,004 00028704092025,05/13/2025,'008943257353,,152.50,0.00,0.00
'INV-28010,04/04/2025,2335.86,0.00,2335.86,004 00028704092025,05/13/2025,'008943278618,,0.00,286.86,0.00
'INV-27957,04/03/2025,1601.25,0.00,1601.25,004 00028456972025,05/08/2025,'008943250812,,76.25,0.00,0.00
'INV-27960,04/03/2025,1601.25,0.00,1601.25,004 00028456972025,05/08/2025,'008943251613,,76.25,0.00,0.00
'INV-27944,04/03/2025,2151.45,0.00,2151.45,004 00028456972025,05/08/2025,'008943246732,,102.45,0.00,0.00
'INV-27943,04/03/2025,2151.45,0.00,2151.45,004 00028456972025,05/08/2025,'008943246596,,102.45,0.00,0.00
'INV-27952,04/03/2025,1723.25,0.00,1723.25,004 00028456972025,05/08/2025,'008943248392,,0.00,198.25,0.00
'INV-27956,04/03/2025,1601.25,0.00,1601.25,004 00028456972025,05/08/2025,'008943250288,,76.25,0.00,0.00
'INV-27959,04/03/2025,1601.25,0.00,1601.25,004 00028456972025,05/08/2025,'008943250974,,76.25,0.00,0.00
'INV-27955,04/03/2025,3202.50,0.00,3202.50,004 00028456972025,05/08/2025,'008943248945,,152.50,0.00,0.00
'INV-27951,04/03/2025,3202.50,0.00,3202.50,004 00028456972025,05/08/2025,'008943247972,,152.50,0.00,0.00
'RV001630555415,04/03/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'001630555415,'555415,-80.250,0.00,0.00
'INV-27953,04/03/2025,3446.50,0.00,3446.50,004 00028456972025,05/08/2025,'008943248792,,0.00,396.50,0.00
'INV-27903,04/02/2025,2315.37,0.00,2315.37,004 00028381582025,05/07/2025,'008943240447,,0.00,266.37,0.00
'INV-27901,04/02/2025,2315.37,0.00,2315.37,004 00028381582025,05/07/2025,'008943240349,,0.00,266.37,0.00
'INV-27890,04/02/2025,2315.37,0.00,2315.37,004 00028381582025,05/07/2025,'008943238919,,0.00,266.37,0.00
'RV015780354230,04/02/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'015780354230,'354230,-80.250,0.00,0.00
'RV002540263004,04/02/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'002540263004,'263004,-106.620,0.00,0.00
'INV-27882,04/02/2025,2315.37,0.00,2315.37,004 00028381582025,05/07/2025,'008943235538,,0.00,266.37,0.00
'INV-27906,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943241002,,102.45,0.00,0.00
'INV-27939,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943246141,,102.45,0.00,0.00
'INV-27896,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943239553,,102.45,0.00,0.00
'INV-27935,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943244756,,102.45,0.00,0.00
'INV-27900,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943240355,,102.45,0.00,0.00
'INV-27891,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943238917,,102.45,0.00,0.00
'INV-27887,04/02/2025,3446.50,0.00,3446.50,004 00028381582025,05/07/2025,'008943237769,,0.00,396.50,0.00
'INV-27905,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943240817,,102.45,0.00,0.00
'INV-27894,04/02/2025,1723.25,0.00,1723.25,004 00028381582025,05/07/2025,'008943239298,,0.00,198.25,0.00
'INV-27938,04/02/2025,1723.25,0.00,1723.25,004 00028381582025,05/07/2025,'008943246129,,0.00,198.25,0.00
'INV-27889,04/02/2025,4302.90,0.00,4302.90,004 00028381582025,05/07/2025,'008943237887,,204.90,0.00,0.00
'INV-27915,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943242935,,102.45,0.00,0.00
'INV-27897,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943239847,,102.45,0.00,0.00
'INV-27895,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943239533,,102.45,0.00,0.00
'INV-27916,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943242934,,102.45,0.00,0.00
'INV-27904,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943240650,,102.45,0.00,0.00
'INV-27929,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943244228,,102.45,0.00,0.00
'INV-27909,04/02/2025,2151.45,0.00,2151.45,004 00028381582025,05/07/2025,'008943242366,,102.45,0.00,0.00
'INV-27907,04/02/2025,4712.70,0.00,4712.70,004 00028381582025,05/07/2025,'008943241430,,0.00,614.70,0.00
'INV-27893,04/02/2025,4302.90,0.00,4302.90,004 00028381582025,05/07/2025,'008943239284,,204.90,0.00,0.00
'INV-27899,04/02/2025,4302.90,0.00,4302.90,004 00028381582025,05/07/2025,'008943240252,,204.90,0.00,0.00
'INV-27922,04/02/2025,1601.25,0.00,1601.25,004 00028381582025,05/07/2025,'008943242949,,76.25,0.00,0.00
'INV-27886,04/02/2025,1601.25,0.00,1601.25,004 00028381582025,05/07/2025,'008943237035,,76.25,0.00,0.00
'INV-27934,04/02/2025,4302.90,0.00,4302.90,004 00028381582025,05/07/2025,'008943244696,,204.90,0.00,0.00
'INV-27913,04/02/2025,1738.50,0.00,1738.50,004 00028381582025,05/07/2025,'008943242884,,0.00,213.50,0.00
'INV-27775,04/02/2025,4302.90,0.00,4302.90,004 00028381582025,05/07/2025,'008943201260,,204.90,0.00,0.00
'INV-27932,04/02/2025,1601.25,0.00,1601.25,004 00028381582025,05/07/2025,'008943244333,,76.25,0.00,0.00
'INV-27927,04/02/2025,1723.25,0.00,1723.25,004 00028381582025,05/07/2025,'008943244112,,0.00,198.25,0.00
'INV-27933,04/02/2025,1723.25,0.00,1723.25,004 00028381582025,05/07/2025,'008943244501,,0.00,198.25,0.00
'FD015780354230,04/02/2025,-66.950,0.00,-66.950,004 00027897332025,04/29/2025,'015780354230,,-3.190,0.00,0.00
'INV-27888,04/02/2025,2315.37,0.00,2315.37,004 00028381582025,05/07/2025,'008943237759,,0.00,266.37,0.00
'INV-27842,04/01/2025,3202.50,0.00,3202.50,004 00028305122025,05/06/2025,'008943228448,,152.50,0.00,0.00
'INV-27829,04/01/2025,3202.50,0.00,3202.50,004 00028305122025,05/06/2025,'008943223100,,152.50,0.00,0.00
'INV-27838,04/01/2025,3202.50,0.00,3202.50,004 00028305122025,05/06/2025,'008943226853,,152.50,0.00,0.00
'INV-27843,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943228837,,76.25,0.00,0.00
'INV-27789,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943206539,,76.25,0.00,0.00
'INV-27815,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943217352,,76.25,0.00,0.00
'INV-27822,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943219808,,76.25,0.00,0.00
'INV-27823,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943220191,,76.25,0.00,0.00
'INV-27818,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943217501,,76.25,0.00,0.00
'INV-27844,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943228947,,76.25,0.00,0.00
'INV-27853,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943201999,,76.25,0.00,0.00
'INV-27846,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943230117,,76.25,0.00,0.00
'INV-27782,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943202062,,76.25,0.00,0.00
'INV-27864,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943232365,,76.25,0.00,0.00
'INV-27831,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943223041,,76.25,0.00,0.00
'INV-27834,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943224606,,76.25,0.00,0.00
'INV-27839,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943226881,,76.25,0.00,0.00
'INV-27835,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943224820,,102.45,0.00,0.00
'INV-27592,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943158034,,102.45,0.00,0.00
'INV-27810,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943216446,,102.45,0.00,0.00
'INV-27869,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943234434,,102.45,0.00,0.00
'INV-27870,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943234747,,102.45,0.00,0.00
'INV-27867,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943233189,,102.45,0.00,0.00
'INV-27847,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943230303,,102.45,0.00,0.00
'INV-27875,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943234931,,102.45,0.00,0.00
'INV-27779,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943201770,,102.45,0.00,0.00
'INV-27817,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943217449,,102.45,0.00,0.00
'INV-27814,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943217011,,102.45,0.00,0.00
'INV-27821,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943218614,,102.45,0.00,0.00
'INV-27785,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943203710,,102.45,0.00,0.00
'INV-27781,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943202072,,102.45,0.00,0.00
'INV-27804,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943213369,,102.45,0.00,0.00
'INV-27802,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943212673,,102.45,0.00,0.00
'INV-27878,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943235353,,102.45,0.00,0.00
'INV-27798,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943210284,,102.45,0.00,0.00
'INV-27797,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943210272,,102.45,0.00,0.00
'INV-27773,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943201026,,102.45,0.00,0.00
'INV-27780,04/01/2025,3446.50,0.00,3446.50,004 00028305122025,05/06/2025,'008943201714,,0.00,396.50,0.00
'INV-27828,04/01/2025,3446.50,0.00,3446.50,004 00028305122025,05/06/2025,'008943222710,,0.00,396.50,0.00
'INV-27790,04/01/2025,2335.86,0.00,2335.86,004 00028305122025,05/06/2025,'008943207505,,0.00,286.86,0.00
'INV-27793,04/01/2025,2335.86,0.00,2335.86,004 00028305122025,05/06/2025,'008943208577,,0.00,286.86,0.00
'INV-27805,04/01/2025,4302.90,0.00,4302.90,004 00028305122025,05/06/2025,'008943213465,,204.90,0.00,0.00
'INV-27816,04/01/2025,4302.90,0.00,4302.90,004 00028305122025,05/06/2025,'008943217444,,204.90,0.00,0.00
'INV-27819,04/01/2025,4302.90,0.00,4302.90,004 00028305122025,05/06/2025,'008943217821,,204.90,0.00,0.00
'INV-27778,04/01/2025,4712.70,0.00,4712.70,004 00028305122025,05/06/2025,'008943201460,,0.00,614.70,0.00
'INV-27845,04/01/2025,1738.50,0.00,1738.50,004 00028305122025,05/06/2025,'008943230067,,0.00,213.50,0.00
'INV-27848,04/01/2025,4302.90,0.00,4302.90,004 00028305122025,05/06/2025,'008943230301,,204.90,0.00,0.00
'INV-27854,04/01/2025,4630.74,0.00,4630.74,004 00028305122025,05/06/2025,'008943231224,,0.00,532.74,0.00
'INV-27832,04/01/2025,2335.86,0.00,2335.86,004 00028305122025,05/06/2025,'008943223096,,0.00,286.86,0.00
'INV-27830,04/01/2025,1753.75,0.00,1753.75,004 00028305122025,05/06/2025,'008943223060,,0.00,228.75,0.00
'INV-27836,04/01/2025,4302.90,0.00,4302.90,004 00028305122025,05/06/2025,'008943225178,,204.90,0.00,0.00
'INV-27786,04/01/2025,2335.86,0.00,2335.86,004 00028305122025,05/06/2025,'008943203749,,0.00,286.86,0.00
'INV-27777,04/01/2025,1723.25,0.00,1723.25,004 00028305122025,05/06/2025,'008943201333,,0.00,198.25,0.00
'INV-27827,04/01/2025,1723.25,0.00,1723.25,004 00028305122025,05/06/2025,'008943222708,,0.00,198.25,0.00
'INV-27863,04/01/2025,1723.25,0.00,1723.25,004 00028305122025,05/06/2025,'008943232185,,0.00,198.25,0.00
'INV-27803,04/01/2025,1723.25,0.00,1723.25,004 00028305122025,05/06/2025,'008943212708,,0.00,198.25,0.00
'INV-27788,04/01/2025,1723.25,0.00,1723.25,004 00028305122025,05/06/2025,'008943204718,,0.00,198.25,0.00
'INV-27799,04/01/2025,1723.25,0.00,1723.25,004 00028305122025,05/06/2025,'008943211090,,0.00,198.25,0.00
'INV-27837,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943226719,,102.45,0.00,0.00
'INV-27849,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943230497,,0.00,266.37,0.00
'INV-27852,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943218824,,0.00,266.37,0.00
'INV-27851,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943230695,,0.00,266.37,0.00
'INV-27833,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943223520,,0.00,266.37,0.00
'INV-27811,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943216466,,0.00,266.37,0.00
'INV-27801,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943211845,,102.45,0.00,0.00
'INV-27855,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943231313,,102.45,0.00,0.00
'INV-27792,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943207843,,102.45,0.00,0.00
'INV-27820,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943218479,,0.00,266.37,0.00
'INV-27840,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943227430,,0.00,266.37,0.00
'INV-27791,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943207872,,0.00,266.37,0.00
'INV-27784,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943202866,,0.00,266.37,0.00
'INV-27813,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943216816,,0.00,266.37,0.00
'RV013160765867,04/01/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'013160765867,'765867,-80.250,0.00,0.00
'INV-27812,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943216852,,0.00,266.37,0.00
'INV-27806,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943214608,,0.00,266.37,0.00
'INV-27841,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943227988,,0.00,266.37,0.00
'INV-27824,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943221286,,0.00,266.37,0.00
'INV-27783,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943202416,,0.00,266.37,0.00
'INV-27874,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943234978,,0.00,266.37,0.00
'INV-27861,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943231971,,0.00,266.37,0.00
'INV-27825,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943221691,,0.00,266.37,0.00
'INV-27871,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943234695,,0.00,266.37,0.00
'INV-27850,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943230538,,0.00,266.37,0.00
'INV-27794,04/01/2025,2315.37,0.00,2315.37,004 00028305122025,05/06/2025,'008943209229,,0.00,266.37,0.00
'RV001520410920,04/01/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'001520410920,'410920,-106.620,0.00,0.00
'INV-27795,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943210052,,76.25,0.00,0.00
'INV-27800,04/01/2025,1601.25,0.00,1601.25,004 00028305122025,05/06/2025,'008943211249,,76.25,0.00,0.00
'INV-27809,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943215679,,102.45,0.00,0.00
'INV-27776,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943201251,,102.45,0.00,0.00
'INV-27808,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943215343,,102.45,0.00,0.00
'INV-27774,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943201198,,102.45,0.00,0.00
'INV-27807,04/01/2025,2151.45,0.00,2151.45,004 00028305122025,05/06/2025,'008943215071,,102.45,0.00,0.00
'6517896688,03/31/2025,-45000.0,0.00,-45000.0,004 00027897332025,04/29/2025,'0005547099,,0.00,0.00,0.00
'6517896687,03/31/2025,-21240.0,0.00,-21240.0,004 00027897332025,04/29/2025,'0005547100,,0.00,0.00,0.00
'INV-27738,03/31/2025,2315.37,0.00,2315.37,004 00028239902025,05/05/2025,'008943193669,,0.00,266.37,0.00
'INV-27754,03/31/2025,2315.37,0.00,2315.37,004 00028239902025,05/05/2025,'008943196102,,0.00,266.37,0.00
'INV-27762,03/31/2025,1723.25,0.00,1723.25,004 00028239902025,05/05/2025,'008943198232,,0.00,198.25,0.00
'INV-27759,03/31/2025,4712.70,0.00,4712.70,004 00028239902025,05/05/2025,'008943197348,,0.00,614.70,0.00
'INV-27735,03/31/2025,2315.37,0.00,2315.37,004 00028239902025,05/05/2025,'008943191633,,0.00,266.37,0.00
'INV-27739,03/31/2025,2151.45,0.00,2151.45,004 00028239902025,05/05/2025,'008943194102,,102.45,0.00,0.00
'INV-27736,03/31/2025,2151.45,0.00,2151.45,004 00028239902025,05/05/2025,'008943192429,,102.45,0.00,0.00
'INV-27734,03/31/2025,2151.45,0.00,2151.45,004 00028239902025,05/05/2025,'008943190089,,102.45,0.00,0.00
'INV-27723,03/31/2025,2151.45,0.00,2151.45,004 00028239902025,05/05/2025,'008943188929,,102.45,0.00,0.00
'INV-27750,03/31/2025,2151.45,0.00,2151.45,004 00028239902025,05/05/2025,'008943195000,,102.45,0.00,0.00
'INV-27758,03/31/2025,2151.45,0.00,2151.45,004 00028239902025,05/05/2025,'008943197405,,102.45,0.00,0.00
'INV-27751,03/31/2025,1601.25,0.00,1601.25,004 00028239902025,05/05/2025,'008943195298,,76.25,0.00,0.00
'INV-27757,03/31/2025,1601.25,0.00,1601.25,004 00028239902025,05/05/2025,'008943196862,,76.25,0.00,0.00
'RV005320442055,03/29/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'005320442055,'442055,-80.250,0.00,0.00
'FD001540432295,03/28/2025,-123.960,0.00,-123.960,004 00027897332025,04/29/2025,'001540432295,,-5.900,0.00,0.00
'FD002560619884,03/28/2025,-37.480,0.00,-37.480,004 00027897332025,04/29/2025,'002560619884,,-1.780,0.00,0.00
'FD002560619097,03/28/2025,-37.500,0.00,-37.500,004 00027897332025,04/29/2025,'002560619097,,-1.790,0.00,0.00
'FD001640358689,03/28/2025,-287.570,0.00,-287.570,004 00032234342025,07/17/2025,'001640358689,'30001136,0.00,0.00,0.00
'RV001640358689,03/28/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'001640358689,'ECT24D,-106.620,0.00,0.00
'RV002560619097,03/28/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'002560619097,'619097,-106.620,0.00,0.00
'RV002560619884,03/28/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'002560619884,'619884,-80.250,0.00,0.00
'RV001540432295,03/28/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'001540432295,'432295,-80.250,0.00,0.00
'INV-27665,03/28/2025,2151.45,0.00,2151.45,004 00028239902025,05/05/2025,'008943172734,,102.45,0.00,0.00
'INV-27662,03/27/2025,1601.25,0.00,1601.25,004 00028053772025,05/01/2025,'008943169915,,76.25,0.00,0.00
'INV-27666,03/27/2025,1601.25,0.00,1601.25,004 00028053772025,05/01/2025,'008943173324,,76.25,0.00,0.00
'INV-27706,03/27/2025,1601.25,0.00,1601.25,004 00028053772025,05/01/2025,'008943184952,,76.25,0.00,0.00
'INV-27664,03/27/2025,3202.50,0.00,3202.50,004 00028053772025,05/01/2025,'008943171613,,152.50,0.00,0.00
'INV-27692,03/27/2025,3202.50,0.00,3202.50,004 00028053772025,05/01/2025,'008943179283,,152.50,0.00,0.00
'INV-27669,03/27/2025,2315.37,0.00,2315.37,004 00028053772025,05/01/2025,'008943170783,,0.00,266.37,0.00
'INV-27721,03/27/2025,3202.50,0.00,3202.50,004 00028053772025,05/01/2025,'008943188153,,152.50,0.00,0.00
'INV-27679,03/27/2025,2315.37,0.00,2315.37,004 00028053772025,05/01/2025,'008943175808,,0.00,266.37,0.00
'INV-27696,03/27/2025,2315.37,0.00,2315.37,004 00028053772025,05/01/2025,'008943180796,,0.00,266.37,0.00
'INV-27691,03/27/2025,2315.37,0.00,2315.37,004 00028053772025,05/01/2025,'008943178712,,0.00,266.37,0.00
'INV-27672,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943174970,,102.45,0.00,0.00
'INV-27720,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943187982,,102.45,0.00,0.00
'INV-27644,03/27/2025,2315.37,0.00,2315.37,004 00028053772025,05/01/2025,'008943167890,,0.00,266.37,0.00
'INV-27655,03/27/2025,2315.37,0.00,2315.37,004 00028053772025,05/01/2025,'008943168716,,0.00,266.37,0.00
'INV-27685,03/27/2025,1601.25,0.00,1601.25,004 00028053772025,05/01/2025,'008943177493,,76.25,0.00,0.00
'FD010920297493,03/27/2025,-148.980,0.00,-148.980,004 00027897332025,04/29/2025,'010920297493,,-7.090,0.00,0.00
'INV-27698,03/27/2025,2151.45,0.00,2151.45,004 00028053772025,05/01/2025,'008943183229,,102.45,0.00,0.00
